Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,School Type,long,lat
,Ontario Local,049478,Stingel Intermediate Elementary School,139485,"416 Shelby Ontario Rd Mansfield, OH   44906-1030",3-5,-82.6447213,40.7636136
,James A Garfield Local,049205,James A. Garfield Intermediate School,139543,"8233 Park Ave Garrettsville, OH   44231-1223",5-6,-81.0929271,41.28546
,Girard City,044065,Girard Junior High School,139584,"31 N Ward Ave Girard, OH   44420-2722",7-8,-80.6921904,41.1551657
,Buckeye United School District,060988,Hickory Grove (Majcf),139618,"332 Marion-Williamsport Rd Marion, OH   43302",7-12,-83.123858,40.61578799999999
,Loveland City,044271,Loveland Intermediate School,139717,"757 S Lebanon Rd Loveland, OH   45140-9308",5-6,-84.2843315,39.2634281
,Cincinnati City,043752,Carson Elementary School,139873,"4323 Glenway Ave Cincinnati, OH   45205-1507","P,K-8",-84.585647,39.11330969999999
,Liberty Center Local,047589,Liberty Center Middle School,140020,"PO Box 434 Liberty Center, OH   43532-0434",5-8,-84.0088346,41.443385
,Medina City,044388,H G Blake Elementary School,140046,"4704 Lexington Ridge Dr Medina, OH   44256-7494",1-5,-81.8575242,41.1123879
,Elyria City Schools,043943,Hilltop Academy High School,140095,"700 Gulf Rd Elyria, OH   44035-3649",6-10,-82.0960307,41.3822739
,Portsmouth City,044669,Portsmouth Elementary,140350,"514 Union St Portsmouth, OH   45662-4368","K-6,P",-82.9874507,38.7334976
,Marysville Exempted Village,045476,Creekview Intermediate Elementary School,140590,"2000 Creekview Dr Marysville, OH   43040-8325",5-6,-83.3840304,40.2643976
,Hilliard City,047019,Alton Darby Elementary School,140806,"2730 Alton Darby Creek Rd Hilliard, OH   43026-9770","K-5,P",-83.1814881,40.0077159
,Hilliard City,047019,Hilliard Tharp Sixth Grade Elementary School,140814,"4681 Leap Rd Hilliard, OH   43026-9264",6,-83.142364,40.0478669
,Hilliard City,047019,Hoffman Trails Elementary School,140822,"4301 Hoffman Farms Dr Hilliard, OH   43026-7329",K-5,-83.17520019999999,40.0387131
,Hilliard City,047019,Hilliard Memorial Middle School,140830,"5600 Scioto Darby Rd Hilliard, OH   43026-1389",7-8,-83.1642301,40.0327215
,Triad Local,046201,Triad Middle School,140871,"7941 Brush Lake Rd North Lewisburg, OH   43060-9617",5-8,-83.5878427,40.1795008
,Aurora City,049171,Leighton Elementary School,140889,"121 Aurora Hudson Rd Aurora, OH   44202-9236",3-5,-81.34961740000001,41.3015749
,Olentangy Local,046763,Tyler Run Elementary School,140970,"580 Salisbury Dr Powell, OH   43065-8378",K-5,-83.07656899999999,40.145624
,Olentangy Local,046763,Olentangy Liberty Middle School,140988,"7940 Liberty Rd N Powell, OH   43065-9707",6-8,-83.0801767,40.1844301
,Brunswick City,043661,Visintainer Middle School,141994,"1459 Pearl Rd Brunswick, OH   44212-3467",6-8,-81.8401379,41.2359156
,South-Western City,044800,Jackson Middle School,142000,"2271 Holton Rd Grove City, OH   43123-8983",7-8,-83.0605829,39.8526587
,South-Western City,044800,Central Crossing High School,142018,"4500 Big Run South Rd Grove City, OH   43123-9687",9-12,-83.1131237,39.8969687
,Columbus City,043802,Columbus Africentric Early College,142034,"300 E Livingston Ave Columbus, OH   43215-5761",6-12,-82.9904464,39.952632
,Southern Local,048538,Southern Elementary School,142141,"906 Elm St Racine, OH   45771-8902",K-8,-81.90743049999999,38.9701324
,Morgan Local,048777,Morgan Junior High School,142158,"820 Raider Dr Mc Connelsville, OH   43756-9299",7-8,-81.8214115,39.6133315
,Morgan Local,048777,East Elementary School,142166,"4265 N State Route 376 NW Mc Connelsville, OH   43756-9145","K-6,P",-81.862695,39.662088
,Morgan Local,048777,West Elementary School,142174,"9675 State Route 37 Malta, OH   43758-9727","K-6,P",-82.00533320000001,39.6684662
,Morgan Local,048777,South Elementary School,142182,"3555 State Route 792 Stockport, OH   43787-9344","K-6,P",-81.8147504,39.5459689
,Fairfield Local,047621,Fairfield Local Middle School,142190,"11611 State Route 771 Leesburg, OH   45135-8601",5-8,-83.54853279999999,39.3291135
,Youngstown City Schools,045161,Odyssey: School of Possibilities,142224,"1387 Commonwealth Ave Youngstown, OH   44505-3237",3-12,-80.625036,41.118134
,Belpre City,043604,Belpre Elementary School,142240,"2000 Rockland Ave Belpre, OH   45714-1118",K-6,-81.60269250000002,39.2822362
,New London Local,047720,New London Middle School,142281,"1 Wildcat Dr New London, OH   44851-9262",6-8,-82.391362,41.07526
,Continental Local,049320,Continental Local Middle School,142315,"5211 State Route 634 Continental, OH   45831-9155",6-8,-84.2640117,41.1068758
,Anna Local,049759,Anna Middle School,142331,"PO Box 169 Anna, OH   45302-0169",6-8,-84.1727231,40.3944932
,Cincinnati City,043752,Virtual High School,142398,"425 Ezzard Charles Dr Cincinnati, OH   45203-1462",7-12,-84.5223008,39.1087257
,Central Local,046714,Fairview Elementary School,142406,"14060 Blosser Rd Sherwood, OH   43556-9500",K-5,-84.5520669,41.353637
,Bellaire City,043570,Bellaire Elementary School,142505,"53299 Pike St Bellaire, OH   43906-0600",K-4,-80.828825,40.022473
,Bellaire City,043570,Bellaire Middle School,142513,"54555 Bellaire-Neffs Rd Bellaire, OH   43906",5-8,-80.8086323,40.0204232
,Orange City,046581,Moreland Hills Elementary School,142554,"32000 Chagrin Blvd Pepper Pike, OH   44124-5922",K-5,-81.4508099,41.456309
,Pickerington Local,046896,Heritage Elementary School,142638,"100 N East St Pickerington, OH   43147-1128",K-4,-82.7504749,39.8862725
,Ayersville Local,046706,Ayersville Middle School,142679,"28046 Watson Rd Defiance, OH   43512-8851",5-8,-84.28457829999999,41.2373018
,Life Skills Center Canton,142901,Life Skills Center Canton,142901,"1100 Cleveland Ave NW Canton, OH   44702-1816",9-12,-81.3751187,40.8083104
,Life Skills Center of Elyria,142919,Life Skills Center of Elyria,142919,"2015 W River Rd N Elyria, OH   44035-2309",9-12,-82.10678709999999,41.4013364
,Focus Learning Academy of Southwest Columbus,142927,Focus Learning Academy of Southwest Columbus,142927,"190 Southwood Ave Columbus, OH   43207-1133",,-82.9906836,39.9325
,Focus Learning Academy of Southeastern Columbus,142935,Focus Learning Academy of Southeastern Columbus,142935,"4480 Refugee Rd Columbus, OH   43232-4459",9-12,-82.8769679,39.91580889999999
,Focus Learning Academy of Northern Columbus,142943,Focus Learning Academy of Northern Columbus,142943,"4807 Evanswood Dr Columbus, OH   43229-6285",K-12,-82.99490949999999,40.0645886
,Ohio Virtual Academy,142950,Ohio Virtual Academy,142950,"1655 Holland Rd Ste F Maumee, OH   43537-1622",K-12,-83.6778412,41.5879201
,Hope Northcoast Academy,142968,Hope Northcoast Academy,142968,"4310 E 71st St Cleveland, OH   44105-5759",K-8,-81.6397628,41.44156359999999
,Englewood Peace Academy,142976,Englewood Peace Academy,142976,"1120 Horace St Toledo, OH   43606-4737",K-8,-83.5701735,41.6629623
,Lancaster Digital Academy,142984,Lancaster Digital Academy,142984,"345 E Mulberry St Lancaster, OH   43130-3166",K-12,-82.5967567,39.7163485
,Mound Street IT Careers Academy,143115,Mound Street IT Careers Academy,143115,"354 Mound St Dayton, OH   45407-3325","9-12,UNG",-84.20869350000001,39.75074610000001
,Mound Street Military Careers Academy,143123,Mound Street Military Careers Academy,143123,"354 Mound St Dayton, OH   45407-3325","9-12,UNG",-84.20869350000001,39.75074610000001
,Mound Street Health Careers Acadmy,143131,Mound Street Health Careers Acadmy,143131,"354 Mound St Dayton, OH   45407-3325","9-12,UNG",-84.20869350000001,39.75074610000001
,Life Skills Center Of Hamilton County,143164,Life Skills Center Of Hamilton County,143164,"7710 Reading Rd Cincinnati, OH   45237-6800",9-12,-84.455923,39.2013994
,International Acad Of Columbus,143172,International Acad Of Columbus,143172,"1201 Shrock Ct Columbus, OH   43229",K-10,-82.9840018,40.1041715
,Legacy Acad For Leaders & Arts,143180,Legacy Acad For Leaders & Arts,143180,"1812 Oak Hill Ave Youngstown, OH   44507-1053",K-8,-80.6600029,41.0822471
,Great Western Academy,143198,Great Western Academy,143198,"310 N Wilson Rd Columbus, OH   43204-6221",K-8,-83.089484,39.960921
,Trotwood Fitness & Prep Acad,143206,Trotwood Fitness & Prep Acad,143206,"3100 Shiloh Springs Rd Trotwood, OH   45426-2247",K-8,-84.2949823,39.8171381
,Middletown Fitness & Prep Acad,143214,Middletown Fitness & Prep Acad,143214,"816 2nd Ave Middletown, OH   45044-4201",K-8,-84.4100787,39.5157075
,The Autism Academy Of Learning,143297,The Autism Academy Of Learning,143297,"219 Page St Toledo, OH   43620-1430",K-12,-83.5432464,41.6669211
,Treca Digital Academy,143305,Treca Digital Academy,143305,"100 Executive Dr Marion, OH   43302-6306",K-12,-83.1248566,40.5714826
,Hope Academy Cuyahoga Campus,143313,Hope Academy Cuyahoga Campus,143313,"12913 Bennington Ave Cleveland, OH   44135-3761",K-8,-81.7786594,41.4264978
,The ISUS Institute of Manufacturing,143347,The ISUS Institute of Manufacturing,143347,"140 N Keowee St Dayton, OH   45402-1309","9-12,UNG",-84.1753296,39.7661678
,The ISUS Institute of Health Care,143354,The ISUS Institute of Health Care,143354,"140 N Keowee St Dayton, OH   45402-1309","9-12,UNG",-84.1753296,39.7661678
,Granville T Woods Comm Shule,143370,Granville T Woods Comm Shule,143370,"720 Mount Vernon Ave Columbus, OH   43203-1403",K-8,-82.9826911,39.9708784
,Alternative Education Academy,143396,Alternative Education Academy,143396,"1830 Adams St Toledo, OH   43624-1428",K-12,-83.5469095,41.6592142
,Crittenton Community School,143412,Crittenton Community School,143412,"1418 E Broad St Columbus, OH   43205-1505",6-9,-82.96291219999999,39.9667026
,Mollie Kessler,143453,Mollie Kessler,143453,"118 E Wood St Youngstown, OH   44503-1625",1-8,-80.6460883,41.1011263
,Marcus Garvey Academy,143461,Marcus Garvey Academy,143461,"16200 Euclid Ave Cleveland, OH   44112-1607",K-9,-81.5662838,41.5446486
,Constellation Schools:  Puritas Community Elementary,143479,Constellation Schools:  Puritas Community Elementary,143479,"15204 Puritas Ave Cleveland, OH   44135-2716",K-8,-81.820843,41.4344818
,Constellation Schools:  Stockyard Community Elementary,143487,Constellation Schools:  Stockyard Community Elementary,143487,"3200 W 65th St Cleveland, OH   44102-5510",K-6,-81.73145799999999,41.46720750000001
,Constellation Schools:  Mansfield Community Elementary,143495,Constellation Schools:  Mansfield Community Elementary,143495,"215 N Trimble Rd Mansfield, OH   44906-2630",K-8,-82.55220899999999,40.7649324
,Lake Erie Academy,143503,Lake Erie Academy,143503,"2740 W Central Ave Toledo, OH   43606-3452",K-8,-83.6093574,41.6789558
,North Dayton School Of Science & Discovery,143529,North Dayton School Of Science & Discovery,143529,"3901 Turner Rd Dayton, OH   45415-3654",K-8,-84.251843,39.8152969
,Virtual Community School Of Ohio,143537,Virtual Community School Of Ohio,143537,"4480 Refugee Rd Columbus, OH   43232-4459",K-12,-82.8769679,39.91580889999999
,Toledo Preparatory Academy,143545,Toledo Preparatory Academy,143545,"540 Independence Rd Toledo, OH   43607-2650",8-12,-83.6348014,41.6449898
,Eagle Academy,143552,Eagle Academy,143552,"2014 Consaul St Toledo, OH   43605-1412",K-8,-83.5007335,41.6589906
,Richard Allen Academy II,143560,Richard Allen Academy II,143560,"400 E 2nd St Dayton, OH   45402-1724",K-8,-84.18485009999999,39.761681
,Richard Allen Academy III,143578,Richard Allen Academy III,143578,"299 Knightsbridge Dr Hamilton, OH   45011-3166",K-7,-84.5621176,39.3864011
,Hamilton Cnty Math & Science,143602,Hamilton Cnty Math & Science,143602,"2675 Civic Center Dr Cincinnati, OH   45231-1311",K-5,-84.5707884,39.2772192
,Arts & College Preparatory Academy,143610,Arts & College Preparatory Academy,143610,"2202 S Hamilton Rd Columbus, OH   43232-4304",9-12,-82.8776139,39.9298301
,Sciotoville,143644,Sciotoville,143644,"224 Marshall St Portsmouth, OH   45662-5549",5-12,-82.88837149999999,38.758521
,Streetsboro City,049239,Henry Defer Intermediate Elementary School,144881,"1895 Annalane Dr Streetsboro, OH   44241-1728",4-6,-81.3222471,41.2342251
,Pickerington Local,046896,Pickerington Lakeview Junior High,145078,"12445 Ault Rd Pickerington, OH   43147-9172",7-8,-82.7278054,39.9146103
,Pickerington Local,046896,Pickerington High School North,145086,"7800 Refugee Rd Pickerington, OH   43147-9428",9-12,-82.7341241,39.9090591
,Bethel-Tate Local,046318,Hill Intermediate Elementary School,145292,"150 Fossyl Dr Bethel, OH   45106-1393",3-5,-84.08626699999999,38.961137
,Maysville Local,048850,Maysville Elementary School,145352,"3850 Panther Dr Zanesville, OH   43701-7069",K-5,-82.0468645,39.8777149
,Alliance City,043497,Alliance Middle School,145391,"3205 S Union Ave Alliance, OH   44601-5365",6-8,-81.1090916,40.8893315
,Alliance City,043497,Northside Elementary School,145409,"701 Johnson Ave Alliance, OH   44601-1599",1-5,-81.1205556,40.9289976
,Alliance City,043497,Rockhill Elementary School,145417,"2400 S Rockhill Ave Alliance, OH   44601-5420",1-5,-81.117845,40.896983
,Jackson Local,049858,Strausser Elementary School,145433,"8646 Strausser St NW Massillon, OH   44646-9304",K-5,-81.5095795,40.8921881
,Canal Winchester Local,046946,Winchester Trail Elementary School,145466,"6865 Gender Rd Canal Winchester, OH   43110-8282",3-5,-82.8330112,39.8416771
,Granville Exempted Village,045393,Granville Intermediate School,145532,"2025 Burg St Granville, OH   43023-9775",4-6,-82.5463195,40.0887338
,Cincinnati City,043752,Western Hills University High School,145557,"2144 Ferguson Rd Cincinnati, OH   45238-3720",9-12,-84.5998925,39.1246566
,Cincinnati City,043752,Western Hills Design Tech High School,145565,"2144 Ferguson Rd Cincinnati, OH   45238-3720",9-12,-84.5998925,39.1246566
,Cincinnati City,043752,Withrow International High School,145573,"2488 Madison Rd Cincinnati, OH   45208-1216",9-12,-84.45262699999999,39.1409479
,Cincinnati City,043752,Academy for Multilingual Immersion Studies,145581,"7001 Reading Rd Cincinnati, OH   45237-3802","P,K-8",-84.46583729999999,39.1881624
,Danville Local,047837,Danville Middle School,145631,"PO Box 30 Danville, OH   43014-0030",7-8,-82.2603862,40.4477054
,Cincinnati City,043752,Riverview East Academy,145722,"3555 Kellogg Ave Cincinnati, OH   45226-2180","K-12,P",-84.4418219,39.1144932
,Avon Local,048116,Avon Heritage North Elementary School,145748,"35575 Detroit Rd Avon, OH   44011-1639",5-6,-82.0117848,41.4542039
,Struthers City,044859,Struthers Elementary School,145870,"520 9th St Struthers, OH   44471-1038",K-4,-80.6090151,41.0565398
,Olentangy Local,046763,Olentangy Liberty High School,145953,"3584 Home Rd Powell, OH   43065-9757",9-12,-83.0972529,40.1959695
,Greeneview Local,047266,Greeneview Primary School,145987,"51 N Limestone St Jamestown, OH   45335-1550",K-3,-83.7352944,39.6643935
,Lima City,044222,Unity Elementary School,146035,"925 E 3rd St Lima, OH   45804-2505",K-4,-84.0915406,40.7188716
,Lima City,044222,Freedom Elementary School,146043,"575 Calumet Ave Lima, OH   45804-1405",K-4,-84.0906421,40.733247
,Lima City,044222,Heritage Elementary School,146050,"816 College Ave Lima, OH   45805-2025",K-4,-84.1261973,40.748713
,Dublin City,047027,Eli Pinney Elementary School,146084,"9989 Concord Rd Dublin, OH   43017-8511","K-5,P",-83.1530906,40.1610747
,Marysville Exempted Village,045476,Navin Elementary School,146134,"16265 County Home Rd Marysville, OH   43040-9710",K-4,-83.355245,40.26129
,Westerville City,045047,Fouse Elementary School,146167,"5800 S Old 3c Hwy Westerville, OH   43082-8058",K-5,-82.90947849999999,40.1694484
,Westerville City,045047,Alcott Elementary School,146175,"7117 Mount Royal Ave Westerville, OH   43082-8392",K-5,-82.9041687,40.1570563
,Westerville City,045047,Westerville Central High School,146183,"7118 Mount Royal Ave Westerville, OH   43082-8393",9-12,-82.90409059999999,40.1544356
,Westfall Local,049106,Westfall Elementary School,146209,"9391 State Route 56 Williamsport, OH   43164-9743",K-5,-83.1261136,39.6560642
,Western Reserve Local,047746,Western Reserve Elementary School,146217,"3851 US Hwy 20 Collins, OH   44826",K-6,-82.4494852,41.2454636
,Wheelersburg Local,049668,Wheelersburg Middle School,146308,"800 Pirate Dr Wheelersburg, OH   45694-9088",4-8,-82.8455766,38.7219518
,Minster Local,045948,Minster Elementary School,146332,"86 N Hanover St Minster, OH   45865-1009",K-3,-84.379914,40.3950804
,Cincinnati City,043752,Withrow University High School,146365,"2520 Madison Rd Cincinnati, OH   45208-1257",9-12,-84.45258,39.14094499999999
,Toledo City,044909,Toledo Technology Academy High School,146373,"3301 Upton Ave Toledo, OH   43613-5110",9-12,-83.590642,41.683187
,Eastern Local,049122,Eastern Intermediate Elementary School,146399,"1170 Tile Mill Rd Beaver, OH   45613-9435",3-5,-82.8448222,39.0336906
,Eastern Local,049122,Eastern Middle School,146407,"1170 Tile Mill Rd Beaver, OH   45613-9435",6-8,-82.8448222,39.0336906
,Rock Hill Local,047944,Rock Hill Elementary School,146464,"2676 County Road 26 Ironton, OH   45638-8315",K-5,-82.6585558,38.6133158
,Rock Hill Local,047944,Rock Hill Middle School,146472,"2171 County Road 26 Ironton, OH   45638-8386",6-8,-82.6637056,38.6143683
,Rock Hill Local,047944,Rock Hill Sr High School,146480,"2415 County Road 26 Ironton, OH   45638-9050",9-12,-82.6585128,38.6136054
,Lakota Local,046110,VanGorden Elementary School,146837,"6475 LeSourdsville West Chester Rd. Liberty Township, OH   45011-9726",2-6,-84.4311701,39.3897533
,Lakota Local,046110,Lakota Plains Junior School,146845,"5500 Princeton Road Liberty Township, OH   45011",7-8,-84.4377746,39.3894918
,Olentangy Local,046763,Olentangy Orange Middle School,146860,"2680 E Orange Rd Lewis Center, OH   43035-9300",6-8,-82.98258,40.1714686
,Olentangy Local,046763,Indian Springs Elementary,146878,"3828 Home Rd Powell, OH   43065-9757",K-5,-83.10239469999999,40.1977698
